,ID,Year,Sector,Subsector,City,County,Total_Emissions,Biogenic_CO2_Emissions,CO2_Emissions,Methane_Emissions,Nitrous_Oxide_Emissions,HFCs_Emissions,PFCs_Emissions,SF6_Emissions,Fluorinated_Emissions,Geocoded_Location
1236,1237,2019,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,70031,0,69958,33,40,0,0,0,0,POINT (-122.364711 47.079716)
1237,1238,2012,Natural Gas Systems,Natural Gas Transmission/Compression,Cook,Skamania,19384,0,17863,1512,9,0,0,0,0,POINT (-121.626311 45.778087)
1238,1239,2021,Power Plants,Natural Gas Turbine Plants,Sumas,Whatcom,246884,0,246634,114,136,0,0,0,0,POINT (-122.2733 48.9905)
1239,1240,2015,Livestock,Cattle Feedlots,Moses Lake,Grant,25752,0,0,1986,23766,0,0,0,0,POINT (-119.093815 47.052176)
1240,1241,2015,Natural Gas Systems,Natural Gas Local Distribution Companies,Portland,Clark,7824,0,9,7815,0,0,0,0,0,POINT (-119.093815 47.052176)
1241,1242,2019,Pulp and Paper,Sulfite Mills,Cosmopolis,Grays Harbor,605828,570333,29128,3973,2394,0,0,0,0,POINT (-123.76211 46.952907)
1242,1243,2017,Natural Gas Systems,Natural Gas Transmission/Compression,Rosalia,Spokane,107045,0,106091,895,59,0,0,0,0,POINT (-117.406737 47.277256)
1243,1244,2020,Wood Products,Lumber Mills,Morton,Lewis,37393,36899,1,71,422,0,0,0,0,POINT (-122.269573 46.565997)
1244,1245,2014,Metals,Other Metals,Kalama,Cowlitz,22436,0,22412,11,13,0,0,0,0,POINT (-122.871703 46.04326)
1245,1246,2020,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1803411,0,1793568,6066,3777,0,0,0,0,POINT (-122.559161 48.470931)
1246,1247,2015,Wood Products,Lumber Mills,Aberdeen,Grays Harbor,249543,245941,317,472,2813,0,0,0,0,POINT (-123.775526 46.971875)
1247,1248,2017,Livestock,Cattle Feedlots,Sunnyside,Yakima,11439,0,0,883,10556,0,0,0,0,POINT (-120.019668 46.284622)
1248,1249,2021,Manufacturing,Transportation Industry,Everett,Snohomish,67481,0,67411,32,38,0,0,0,0,POINT (-122.276987 47.918622)
1249,1250,2012,Waste,Landfills,Ephrata,Grant,36858,0,0,36858,0,0,0,0,0,POINT (-119.573764 47.270759)
1250,1251,2018,Petroleum Systems,Other Petroleum Systems,Seattle,King,14250,0,14216,26,8,0,0,0,0,POINT (-122.395299 47.781642)
1251,1252,2020,Wood Products,Lumber Mills,Centralia,Lewis,8348,4892,3387,11,58,0,0,0,0,POINT (-122.991963 46.734454)
1252,1253,2013,Pulp and Paper,Other Pulp and Paper,Longview,Cowlitz,43124,0,43080,20,24,0,0,0,0,POINT (-122.976788 46.125662)
1253,1254,2020,Wood Products,Lumber Mills,Bingen,Klickitat,77700,76559,118,147,876,0,0,0,0,POINT (-121.468688 45.713913)
1254,1255,2015,Metals,Iron and Steel Production,Seattle,King,87036,0,86999,17,20,0,0,0,0,POINT (-122.367332 47.569331)
1255,1256,2019,Government,National Security,Silverdale,Kitsap,19708,0,19685,10,13,0,0,0,0,POINT (-122.696926 47.699284)
1256,1257,2013,Manufacturing,Transportation Industry,Seattle,King,24004,0,23980,11,13,0,0,0,0,POINT (-122.311623 47.532524)
1257,1258,2021,Power Plants,"Other Power, Heating, or Cooling Plants",Seattle,King,66365,0,66297,31,37,0,0,0,0,POINT (-122.340179 47.6068)
1258,1259,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Wallula,Walla Walla,135772,0,132361,3337,74,0,0,0,0,POINT (-118.843934 46.053153)
1259,1260,2012,Government,Education,Ellensburg,Kittitas,13357,0,13344,6,7,0,0,0,0,POINT (-120.544513 47.003202)
1260,1261,2012,Pulp and Paper,Other Pulp and Paper,Spokane,Spokane,36152,17985,17755,162,250,0,0,0,0,POINT (-117.279323 47.688295)
1261,1262,2019,Livestock,Cattle Feedlots,Burbank,Walla Walla,32157,0,1072,2335,28750,0,0,0,0,POINT (-118.90629 46.133131)
1262,1263,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Rosalia,Spokane,75388,0,74694,652,42,0,0,0,0,POINT (-117.406737 47.277256)
1263,1264,2019,Power Plants,Natural Gas Turbine Plants,Ferndale,Whatcom,478280,0,477794,222,264,0,0,0,0,POINT (-122.685533 48.828707)
1264,1265,2021,Food Production,Fruit Products,Prosser,Benton,15112,0,15097,7,8,0,0,0,0,POINT (-119.73397 46.21842)
1265,1266,2017,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,17779,0,19,15596,0,0,0,2164,0,POINT (-117.388514 47.673486)
1266,1267,2019,Wood Products,Other Wood Products,Spanaway,Pierce,14400,12519,1712,25,144,0,0,0,0,POINT (-122.318981 47.062059)
1267,1268,2018,Food Production,Dairy Products,Sunnyside,Yakima,38345,0,38305,18,22,0,0,0,0,POINT (-120.015675 46.30058)
1268,1269,2015,Wood Products,Lumber Mills,Darrington,Snohomish,87598,86443,0,166,989,0,0,0,0,POINT (-121.597608 48.262797)
1269,1270,2018,Natural Gas Systems,Natural Gas Transmission/Compression,Snohomish,Snohomish,50061,0,48486,1548,27,0,0,0,0,POINT (-122.05859 47.78825)
1270,1271,2018,Wood Products,Lumber Mills,Clarkston,Whitman,15573,15240,0,130,203,0,0,0,0,POINT (-117.086487 46.423108)
1271,1272,2017,Food Production,Potato Products,Warden,Grant,29845,0,29814,14,17,0,0,0,0,POINT (-119.063631 46.970469)
1272,1273,2015,Supplier,Natural Gas Supplier,Spokane,Spokane,922541,0,921589,434,518,0,0,0,0,POINT (-119.063631 46.970469)
1273,1274,2017,Manufacturing,Building Products,Tacoma,Pierce,46856,0,46808,22,26,0,0,0,0,POINT (-122.394869 47.269558)
1274,1275,2021,Minerals,Glass Production,Winlock,Lewis,105912,0,105838,34,40,0,0,0,0,POINT (-122.926313 46.544937)
1275,1276,2020,Food Production,Potato Products,Othello,Adams,110848,0,47794,63027,27,0,0,0,0,POINT (-119.176389 46.837778)
1276,1277,2018,Natural Gas Systems,Natural Gas Local Distribution Companies,Bellevue,King,61071,0,90,60981,0,0,0,0,0,POINT (-122.19454 47.61345)
1277,1278,2014,Chemicals,Other Chemicals,Longview,Cowlitz,49626,0,49626,0,0,0,0,0,0,POINT (-122.982847 46.137218)
1278,1279,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Bickleton,Klickitat,22628,0,19805,2812,11,0,0,0,0,POINT (-120.08083 45.849504)
1279,1280,2013,Power Plants,"Other Power, Heating, or Cooling Plants",Kettle Falls,Stevens,422643,407568,4007,6404,4664,0,0,0,0,POINT (-118.110841 48.620335)
1280,1281,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Chehalis,Lewis,3550,0,2628,921,1,0,0,0,0,POINT (-122.87373 46.533325)
1281,1282,2020,Wood Products,Lumber Mills,Randle,Lewis,67884,66989,0,129,766,0,0,0,0,POINT (-121.917906 46.533743)
1282,1283,2020,Manufacturing,Transportation Industry,Spokane,Spokane,26209,0,26178,13,18,0,0,0,0,POINT (-117.568511 47.583604)
1283,1284,2014,Manufacturing,Transportation Industry,Renton,King,18512,0,18492,9,11,0,0,0,0,POINT (-122.211346 47.498257)
1284,1285,2021,Government,Education,Seattle,King,89624,0,89531,42,51,0,0,0,0,POINT (-122.303608 47.653614)
1285,1286,2013,Waste,Landfills,Graham,Pierce,49567,0,0,49567,0,0,0,0,0,POINT (-122.292799 46.972405)
1286,1287,2016,Livestock,Cattle Feedlots,Kennewick,Benton,24933,0,2661,1727,20545,0,0,0,0,POINT (-119.136497 45.991872)
1287,1288,2015,Wood Products,Lumber Mills,Mount Vernon,Skagit,11648,7714,3827,17,90,0,0,0,0,POINT (-122.443028 48.451642)
1288,1289,2019,Natural Gas Systems,Natural Gas Local Distribution Companies,Kennewick,Benton,23358,0,242,23116,0,0,0,0,0,POINT (-119.22987 46.21875)
1289,1290,2017,Power Plants,Natural Gas Turbine Plants,Longview,Cowlitz,356270,0,355908,165,197,0,0,0,0,POINT (-122.985138 46.140095)
1290,1291,2020,Power Plants,Coal Plants,Centralia,Lewis,5844587,0,5798775,16757,29055,0,0,0,0,POINT (-122.8578 46.7559)
1291,1292,2012,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,12716,0,18,12698,0,0,0,0,0,POINT (-122.8578 46.7559)
1292,1293,2018,Metals,Other Metals,Moses Lake,Grant,63133,0,63068,30,35,0,0,0,0,POINT (-119.200383 47.138359)
1293,1294,2016,Natural Gas Systems,Natural Gas Local Distribution Companies,Portland,Clark,7984,0,10,7974,0,0,0,0,0,POINT (-119.200383 47.138359)
1294,1295,2012,Manufacturing,Transportation Industry,Auburn,King,38932,0,38892,18,22,0,0,0,0,POINT (-122.242298 47.285551)
1295,1296,2019,Waste,Landfills,East Wenatchee,Douglas,55694,0,0,55694,0,0,0,0,0,POINT (-120.167444 47.405083)
1296,1297,2012,Wood Products,Lumber Mills,Centralia,Lewis,37759,36951,0,315,493,0,0,0,0,POINT (-122.995433 46.756413)
1297,1298,2017,Food Production,Meat Products,Tacoma,Pierce,11326,0,11315,5,6,0,0,0,0,POINT (-122.406461 47.250503)
1298,1299,2018,Government,National Security,Silverdale,Kitsap,21669,0,21541,11,117,0,0,0,0,POINT (-122.696926 47.699284)
1299,1300,2015,Food Production,Fruit Products,Prosser,Benton,18596,0,18577,9,10,0,0,0,0,POINT (-119.73397 46.21842)
1300,1301,2015,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1288786,0,1283000,2554,3232,0,0,0,0,POINT (-122.564845 48.493816)
1301,1302,2013,Power Plants,Natural Gas Turbine Plants,Goldendale,Klickitat,544865,0,544312,252,301,0,0,0,0,POINT (-120.833 45.8114)
1302,1303,2019,Wood Products,Lumber Mills,Aberdeen,Grays Harbor,281133,275592,1858,530,3153,0,0,0,0,POINT (-123.775526 46.971875)
1303,1304,2014,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1774975,1627697,140100,1429,5749,0,0,0,0,POINT (-122.92167 46.10361)
1304,1305,2019,Chemicals,Other Chemicals,Longview,Cowlitz,51719,0,51719,0,0,0,0,0,0,POINT (-122.982847 46.137218)
1305,1306,2013,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,2007178,0,1995767,7022,4389,0,0,0,0,POINT (-122.559161 48.470931)
1306,1307,2013,Manufacturing,Electronics Industry,Vancouver,Clark,13853,0,13838,7,8,0,0,0,0,POINT (-122.553612 45.649912)
1307,1308,2013,Waste,Landfills,Maple Valley,King,65974,0,220,65753,1,0,0,0,0,POINT (-122.046025 47.462625)
1308,1309,2018,Natural Gas Systems,Natural Gas Transmission/Compression,Washougal,Clark,16346,0,14727,1611,8,0,0,0,0,POINT (-122.36516 45.63236)
1309,1310,2017,Pulp and Paper,Other Pulp and Paper,Yakima,Yakima,9847,0,9836,5,6,0,0,0,0,POINT (-120.513015 46.604058)
1310,1311,2017,Waste,Landfills,Yakima,Yakima,114514,0,20,114494,0,0,0,0,0,POINT (-120.39408 46.610031)
1311,1312,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Washougal,Clark,19363,0,17795,1558,10,0,0,0,0,POINT (-122.36516 45.63236)
1312,1313,2014,Power Plants,Natural Gas Turbine Plants,Elma,Grays Harbor,650570,0,649910,301,359,0,0,0,0,POINT (-123.48 46.9688)
1313,1314,2014,Waste,Landfills,Castle Rock,Cowlitz,154620,1205,0,153411,4,0,0,0,0,POINT (-122.772284 46.246902)
1314,1315,2020,Food Production,Fruit Products,Wenatchee,Chelan,9128,0,9119,4,5,0,0,0,0,POINT (-120.31426 47.48938)
1315,1316,2014,Minerals,Glass Production,Woodinville,King,11739,0,11728,5,6,0,0,0,0,POINT (-122.148978 47.777004)
1316,1317,2013,Natural Gas Systems,Natural Gas Transmission/Compression,Chehalis,Lewis,8637,0,7376,1257,4,0,0,0,0,POINT (-122.87373 46.533325)
1317,1318,2012,Food Production,Potato Products,Warden,Grant,17141,0,17123,8,10,0,0,0,0,POINT (-119.055427 46.971504)
1318,1319,2015,Petroleum Systems,Other Petroleum Systems,Seattle,King,13688,0,13665,16,7,0,0,0,0,POINT (-122.395299 47.781642)
1319,1320,2019,Waste,Landfills,Tacoma,Pierce,9793,0,0,9793,0,0,0,0,0,POINT (-122.499775 47.223413)
1320,1321,2017,Pulp and Paper,Kraft Mills,Port Townsend,Jefferson,602489,547591,49839,2465,2594,0,0,0,0,POINT (-122.796806 48.093793)
1321,1322,2018,Metals,Aluminum Production,Ferndale,Whatcom,1130625,0,340166,9297,32,0,781130,0,0,POINT (-122.7055 48.8455)
1322,1323,2012,Government,Education,Seattle,King,83585,0,83499,39,47,0,0,0,0,POINT (-122.303608 47.653614)
1323,1324,2015,Food Production,Meat Products,Wallula,Walla Walla,74580,0,20808,53760,12,0,0,0,0,POINT (-118.913051 46.137521)
1324,1325,2013,Natural Gas Systems,Natural Gas Transmission/Compression,Sumner,Pierce,19881,0,19342,528,11,0,0,0,0,POINT (-122.209551 47.228986)
1325,1326,2016,Power Plants,Natural Gas Turbine Plants,Mount Vernon,Skagit,163717,0,163548,77,92,0,0,0,0,POINT (-122.435 48.4553)
1326,1327,2019,Manufacturing,Building Products,Seattle,King,49333,0,49282,23,28,0,0,0,0,POINT (-122.336944 47.548056)
1327,1328,2016,Wood Products,Other Wood Products,Kettle Falls,Stevens,73564,70714,1903,137,810,0,0,0,0,POINT (-118.116106 48.613175)
1328,1329,2014,Wood Products,Lumber Mills,Tacoma,Pierce,16287,0,16270,8,9,0,0,0,0,POINT (-122.426476 47.260211)
1329,1330,2016,Food Production,Dairy Products,Lynden,Whatcom,19645,0,19625,9,11,0,0,0,0,POINT (-122.451915 48.947567)
1330,1331,2019,Livestock,Cattle Feedlots,Moses Lake,Grant,27324,0,0,2116,25208,0,0,0,0,POINT (-119.093815 47.052176)
1331,1332,2014,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,2078478,0,2067290,6626,4562,0,0,0,0,POINT (-122.7353 48.8864)
1332,1333,2020,Manufacturing,Electronics Industry,Camas,Clark,13820,0,1957,1,1480,2084,4459,3641,198,POINT (-122.45232 45.598844)
1333,1334,2012,Food Production,Potato Products,Moses Lake,Grant,28205,0,28176,13,16,0,0,0,0,POINT (-119.220408 47.075183)
1334,1335,2017,Pulp and Paper,Other Pulp and Paper,Spokane,Spokane,28859,17620,10992,39,208,0,0,0,0,POINT (-117.279323 47.688295)
1335,1336,2012,Chemicals,Other Chemicals,Kalama,Cowlitz,61809,0,61744,30,35,0,0,0,0,POINT (-122.85698 46.02191)
1336,1337,2019,Power Plants,Electrical Transmission and Distribution,Vancouver,Clark,10415,0,0,0,0,0,0,10415,0,POINT (-122.658608 45.661178)
1337,1338,2017,Manufacturing,Transportation Industry,Everett,Snohomish,80529,0,80446,38,45,0,0,0,0,POINT (-122.276987 47.918622)
1338,1339,2014,Government,Other Government,Seattle,King,15754,0,15738,7,9,0,0,0,0,POINT (-122.302452 47.443643)
1339,1340,2017,Government,National Security,Joint Base Lewis-McChord,Pierce,78441,0,59757,18648,36,0,0,0,0,POINT (-122.5365 47.1142)
1340,1341,2015,Food Production,Potato Products,Quincy,Grant,37922,0,37882,18,22,0,0,0,0,POINT (-119.869914 47.234413)
1341,1342,2019,Government,National Security,Fairchild AFB,Spokane,13155,0,13142,6,7,0,0,0,0,POINT (-117.644832 47.641332)
1342,1343,2020,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,47503,0,47503,0,0,0,0,0,0,POINT (-122.554343 48.467646)
1343,1344,2016,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,55071,0,55071,0,0,0,0,0,0,POINT (-122.554343 48.467646)
1344,1345,2015,Metals,Aluminum Production,Ferndale,Whatcom,1195786,0,418042,10480,34,0,767230,0,0,POINT (-122.7055 48.8455)
1345,1346,2019,Metals,Iron and Steel Production,Seattle,King,85248,0,85210,17,21,0,0,0,0,POINT (-122.367332 47.569331)
1346,1347,2012,Government,Education,Pullman,Whitman,56679,0,56619,27,33,0,0,0,0,POINT (-117.151481 46.728702)
1347,1348,2020,Chemicals,Fertilizer Production,Kennewick,Benton,144928,0,10847,1,134080,0,0,0,0,POINT (-119.017218 46.165957)
1348,1349,2020,Chemicals,Other Chemicals,Elma,Grays Harbor,18038,0,18019,9,10,0,0,0,0,POINT (-123.382316 46.995459)
1349,1350,2015,Pulp and Paper,Kraft Mills,Wallula,Walla Walla,857104,717427,123676,13445,2556,0,0,0,0,POINT (-118.9184 46.10396)
1350,1351,2015,Government,Other Government,Richland,Benton,15493,0,5571,9912,10,0,0,0,0,POINT (-119.489007 46.55069)
1351,1352,2017,Wood Products,Lumber Mills,Morton,Lewis,36531,36045,5,69,412,0,0,0,0,POINT (-122.269573 46.565997)
1352,1353,2017,Supplier,Natural Gas Supplier,Enumclaw,Pierce,24897,0,24871,12,14,0,0,0,0,POINT (-122.269573 46.565997)
1353,1354,2017,Food Production,Potato Products,Moses Lake,Grant,30577,0,30545,15,17,0,0,0,0,POINT (-119.220408 47.075183)
1354,1355,2013,Minerals,Glass Production,Seattle,King,80746,0,80683,29,34,0,0,0,0,POINT (-122.33739 47.55242)
1355,1356,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Goldendale,Klickitat,22951,0,20025,2915,11,0,0,0,0,POINT (-120.799267 45.771216)
1356,1357,2017,Livestock,Cattle Feedlots,Eltopia,Franklin,13992,0,1067,1002,11923,0,0,0,0,POINT (-118.881203 46.50919)
1357,1358,2016,Government,Education,Ellensburg,Kittitas,12278,0,12265,6,7,0,0,0,0,POINT (-120.544513 47.003202)
1358,1359,2017,Power Plants,"Other Power, Heating, or Cooling Plants",Seattle,King,72281,0,72206,34,41,0,0,0,0,POINT (-122.340179 47.6068)
1359,1360,2014,Food Production,Other Food Products,Vancouver,Clark,16325,0,16308,8,9,0,0,0,0,POINT (-122.692 45.657037)
1360,1361,2015,Minerals,Lime Production,Tacoma,Pierce,76402,0,76345,23,34,0,0,0,0,POINT (-122.397262 47.271365)
1361,1362,2018,Supplier,Natural Gas Supplier,Kennewick,Benton,1715941,0,1714170,808,963,0,0,0,0,POINT (-119.22987 46.21875)
1362,1363,2016,Food Production,Potato Products,Othello,Adams,93712,0,48769,44916,27,0,0,0,0,POINT (-119.176389 46.837778)
1363,1364,2017,Wood Products,Lumber Mills,Centralia,Lewis,44148,43566,0,84,498,0,0,0,0,POINT (-122.995433 46.756413)
1364,1365,2012,Power Plants,Coal Plants,Centralia,Lewis,4154743,0,4121860,12028,20855,0,0,0,0,POINT (-122.8578 46.7559)
1365,1366,2016,Natural Gas Systems,Natural Gas Transmission/Compression,Snohomish,Snohomish,62758,0,61023,1701,34,0,0,0,0,POINT (-122.05859 47.78825)
1366,1367,2021,Wood Products,Lumber Mills,Shelton,Mason,79780,78728,0,151,901,0,0,0,0,POINT (-123.096517 47.213448)
1367,1368,2013,Petroleum Systems,Other Petroleum Systems,Hoquiam,Grays Harbor,11058,0,11047,5,6,0,0,0,0,POINT (-123.853622 46.968196)
1368,1369,2012,Power Plants,Natural Gas Turbine Plants,Ferndale,Whatcom,14718,0,14310,186,222,0,0,0,0,POINT (-122.685533 48.828707)
1369,1370,2013,Manufacturing,Building Products,Tacoma,Pierce,45052,0,45006,21,25,0,0,0,0,POINT (-122.394869 47.269558)
1370,1371,2012,Livestock,Cattle Feedlots,Kennewick,Benton,19977,0,1164,1437,17376,0,0,0,0,POINT (-119.136497 45.991872)
1371,1372,2021,Wood Products,Lumber Mills,Raymond,Pacific,44899,44307,0,85,507,0,0,0,0,POINT (-123.737495 46.688088)
1372,1373,2017,Waste,Landfills,Graham,Pierce,132924,0,0,132924,0,0,0,0,0,POINT (-122.292799 46.972405)
1373,1374,2013,Waste,Landfills,Zillah,Yakima,31807,0,0,31807,0,0,0,0,0,POINT (-120.2688 46.4785)
1374,1375,2012,Livestock,Cattle Feedlots,Moses Lake,Grant,25363,0,0,1969,23394,0,0,0,0,POINT (-119.093815 47.052176)
1375,1376,2017,Government,Education,Seattle,King,94113,0,94016,44,53,0,0,0,0,POINT (-122.303608 47.653614)
1376,1377,2016,Natural Gas Systems,Natural Gas Transmission/Compression,Chehalis,Lewis,27924,0,26184,1725,15,0,0,0,0,POINT (-122.87373 46.533325)
1377,1378,2016,Government,National Security,Bremerton,Kitsap,43755,0,43709,21,25,0,0,0,0,POINT (-122.645933 47.557047)
1378,1379,2019,Metals,Other Metals,Spokane Valley,Spokane,128391,0,128258,61,72,0,0,0,0,POINT (-117.212673 47.687074)
1379,1380,2021,Food Production,Dairy Products,Chehalis,Lewis,11089,0,11078,5,6,0,0,0,0,POINT (-122.970162 46.659952)
1380,1381,2012,Livestock,Cattle Feedlots,Burbank,Walla Walla,29167,0,0,2102,27065,0,0,0,0,POINT (-118.90629 46.133131)
1381,1382,2018,Power Plants,"Other Power, Heating, or Cooling Plants",Roosevelt,Klickitat,42847,42400,229,65,153,0,0,0,0,POINT (-120.166354 45.807765)
1382,1383,2016,Power Plants,Coal Plants,Centralia,Lewis,5094331,0,5054396,14608,25327,0,0,0,0,POINT (-122.8578 46.7559)
1383,1384,2014,Power Plants,Coal Plants,Centralia,Lewis,7447081,0,7388703,21354,37024,0,0,0,0,POINT (-122.8578 46.7559)
1384,1385,2015,Wood Products,Lumber Mills,Clarkston,Whitman,20455,20185,0,39,231,0,0,0,0,POINT (-117.086487 46.423108)
1385,1386,2017,Minerals,Cement Production,Seattle,King,355399,0,355107,120,172,0,0,0,0,POINT (-122.34255 47.56799)
1386,1387,2020,Petroleum Systems,Petroleum Refineries,Ferndale,Whatcom,801159,0,797447,1728,1984,0,0,0,0,POINT (-122.692114 48.830142)
1387,1388,2020,Food Production,Potato Products,Connell,Franklin,28420,0,28390,14,16,0,0,0,0,POINT (-118.871944 46.651389)
1388,1389,2015,Natural Gas Systems,Natural Gas Local Distribution Companies,Kennewick,Benton,22852,0,114,22738,0,0,0,0,0,POINT (-119.22987 46.21875)
1389,1390,2015,Supplier,Natural Gas Supplier,Bellevue,King,4719057,0,4714188,2221,2648,0,0,0,0,POINT (-122.19454 47.61345)
1390,1391,2014,Pulp and Paper,Other Pulp and Paper,Port Angeles,Clallam,148223,139332,2696,4595,1600,0,0,0,0,POINT (-123.467524 48.134623)
1391,1392,2021,Supplier,Natural Gas Supplier,Ellensburg,Kittitas,27613,0,27585,13,15,0,0,0,0,POINT (-123.467524 48.134623)
1392,1393,2021,Power Plants,Natural Gas Turbine Plants,Goldendale,Klickitat,745015,0,744259,345,411,0,0,0,0,POINT (-120.833 45.8114)
1393,1394,2014,Power Plants,Natural Gas Turbine Plants,Sumas,Whatcom,209202,0,208989,97,116,0,0,0,0,POINT (-122.2733 48.9905)
1394,1395,2019,Wood Products,Lumber Mills,Kettle Falls,Stevens,56739,55991,0,108,640,0,0,0,0,POINT (-118.067441 48.609799)
1395,1396,2015,Waste,Landfills,Tacoma,Pierce,14812,0,0,14812,0,0,0,0,0,POINT (-122.499775 47.223413)
1396,1397,2015,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane,Spokane,226239,121724,99530,1944,3041,0,0,0,0,POINT (-117.504278 47.626529)
1397,1398,2016,Supplier,Natural Gas Supplier,Portland,Clark,408947,0,408528,191,228,0,0,0,0,POINT (-117.504278 47.626529)
1398,1399,2015,Minerals,Other Minerals,Quincy,Grant,19541,0,19521,9,11,0,0,0,0,POINT (-119.838831 47.239948)
1399,1400,2016,Food Production,Potato Products,Warden,Grant,18100,0,18081,9,10,0,0,0,0,POINT (-119.055427 46.971504)
1400,1401,2016,Government,Education,Seattle,King,87171,0,87081,41,49,0,0,0,0,POINT (-122.303608 47.653614)
1401,1402,2018,Natural Gas Systems,Natural Gas Transmission/Compression,Rosalia,Spokane,111687,0,111218,407,62,0,0,0,0,POINT (-117.406737 47.277256)
1402,1403,2020,Pulp and Paper,Sulfite Mills,Cosmopolis,Grays Harbor,206127,186698,15206,3457,766,0,0,0,0,POINT (-123.76211 46.952907)
1403,1404,2013,Wood Products,Lumber Mills,Mount Vernon,Skagit,297759,291480,2384,560,3335,0,0,0,0,POINT (-122.434613 48.448553)
1404,1405,2012,Pulp and Paper,Kraft Mills,Tacoma,Pierce,1080128,940606,117563,7729,14230,0,0,0,0,POINT (-122.421765 47.260953)
1405,1406,2013,Food Production,Other Food Products,Vancouver,Clark,15212,0,15196,7,9,0,0,0,0,POINT (-122.692 45.657037)
1406,1407,2017,Government,National Security,Bremerton,Kitsap,46625,0,46576,22,27,0,0,0,0,POINT (-122.645933 47.557047)
1407,1408,2021,Chemicals,Other Chemicals,Kalama,Cowlitz,65256,0,65189,31,36,0,0,0,0,POINT (-122.85698 46.02191)
1408,1409,2018,Metals,Aluminum Production,Malaga,Chelan,0,0,0,0,0,0,0,0,0,POINT (-120.1273 47.3567)
1409,1410,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Plymouth,Benton,6573,0,4176,2395,2,0,0,0,0,POINT (-119.41019 45.9309)
1410,1411,2017,Natural Gas Systems,Natural Gas Transmission/Compression,Sumner,Pierce,37486,0,36678,787,21,0,0,0,0,POINT (-122.209551 47.228986)
1411,1412,2012,Power Plants,Natural Gas Turbine Plants,Mount Vernon,Skagit,28513,0,28477,15,21,0,0,0,0,POINT (-122.435 48.4553)
1412,1413,2016,Power Plants,Electrical Transmission and Distribution,Vancouver,Clark,17121,0,0,0,0,0,0,17121,0,POINT (-122.658608 45.661178)
1413,1414,2019,Government,National Security,Bremerton,Kitsap,45129,0,45081,22,26,0,0,0,0,POINT (-122.645933 47.557047)
1414,1415,2013,Power Plants,Natural Gas Turbine Plants,Chehalis,Lewis,678982,0,678293,314,375,0,0,0,0,POINT (-122.9145 46.6226)
1415,1416,2014,Wood Products,Lumber Mills,Kettle Falls,Stevens,57413,56656,0,109,648,0,0,0,0,POINT (-118.067441 48.609799)
1416,1417,2019,Waste,Landfills,Roosevelt,Klickitat,241512,0,273,241238,1,0,0,0,0,POINT (-120.179785 45.807146)
1417,1418,2012,Metals,Aluminum Production,Malaga,Chelan,306332,0,269093,14,17,0,37208,0,0,POINT (-120.1273 47.3567)
1418,1419,2020,Manufacturing,Electronics Industry,Camas,Clark,104942,0,14148,7,6812,10531,33555,11758,28131,POINT (-122.454955 45.619569)
1419,1420,2017,Manufacturing,Transportation Industry,Auburn,King,38096,0,38057,18,21,0,0,0,0,POINT (-122.242298 47.285551)
1420,1421,2016,Manufacturing,Electronics Industry,Camas,Clark,39278,0,1917,1,1357,1629,31511,2729,134,POINT (-122.45232 45.598844)
1421,1422,2012,Government,National Security,Oak Harbor,Island,17880,0,17861,9,10,0,0,0,0,POINT (-122.669741 48.345281)
1422,1423,2017,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1646438,1462052,177823,1314,5249,0,0,0,0,POINT (-122.92167 46.10361)
1423,1424,2012,Waste,Landfills,Yakima,Yakima,102488,0,16,102472,0,0,0,0,0,POINT (-120.39408 46.610031)
1424,1425,2016,Chemicals,Other Chemicals,Kalama,Cowlitz,66724,0,66654,32,38,0,0,0,0,POINT (-122.85698 46.02191)
1425,1426,2018,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1663075,1373938,281467,1645,6025,0,0,0,0,POINT (-122.983637 46.130495)
1426,1427,2018,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,1987667,0,1976765,6618,4284,0,0,0,0,POINT (-122.7353 48.8864)
1427,1428,2016,Wood Products,Lumber Mills,Shelton,Mason,13896,13713,0,26,157,0,0,0,0,POINT (-123.096517 47.213448)
1428,1429,2021,Government,National Security,Joint Base Lewis-McChord,Pierce,69736,0,53210,16495,31,0,0,0,0,POINT (-122.5365 47.1142)
