,ID,Year,Sector,Subsector,City,County,Total_Emissions,Biogenic_CO2_Emissions,CO2_Emissions,Methane_Emissions,Nitrous_Oxide_Emissions,HFCs_Emissions,PFCs_Emissions,SF6_Emissions,Fluorinated_Emissions,Geocoded_Location
0,1,2021,Metals,Aluminum Production,Ferndale,Whatcom,9411,0,1188,8222,1,0,0,0,0,POINT (-122.7055 48.8455)
1,2,2021,Supplier,Natural Gas Supplier,Spokane,Spokane,1085641,0,1084521,511,609,0,0,0,0,POINT (-122.7055 48.8455)
2,3,2021,Food Production,Other Food Products,Vancouver,Clark,14350,0,14335,7,8,0,0,0,0,POINT (-122.692 45.657037)
3,4,2017,Pulp and Paper,Kraft Mills,Camas,Clark,559483,386972,164003,7198,1310,0,0,0,0,POINT (-122.40843 45.584271)
4,5,2017,Wood Products,Lumber Mills,Port Angeles,Clallam,40810,40272,0,77,461,0,0,0,0,POINT (-123.518642 48.103425)
5,6,2016,Wood Products,Lumber Mills,Mount Vernon,Skagit,10017,6055,3878,13,71,0,0,0,0,POINT (-122.443028 48.451642)
6,7,2014,Chemicals,Other Chemicals,Elma,Grays Harbor,21231,0,21209,10,12,0,0,0,0,POINT (-123.382316 46.995459)
7,8,2015,Chemicals,Other Chemicals,Longview,Cowlitz,47827,0,47827,0,0,0,0,0,0,POINT (-122.982847 46.137218)
8,9,2021,Pulp and Paper,Kraft Mills,Wallula,Walla Walla,775594,568917,191332,14498,847,0,0,0,0,POINT (-118.9184 46.10396)
9,10,2020,Pulp and Paper,Kraft Mills,Tacoma,Pierce,1108691,965097,137925,1051,4618,0,0,0,0,POINT (-122.421765 47.260953)
10,11,2015,Petroleum Systems,Petroleum Refineries,Tacoma,Pierce,139259,0,137379,1425,455,0,0,0,0,POINT (-122.394952 47.256813)
11,12,2013,Pulp and Paper,Other Pulp and Paper,Yakima,Yakima,9810,0,9800,5,5,0,0,0,0,POINT (-120.513015 46.604058)
12,13,2020,Pulp and Paper,Other Pulp and Paper,Sumner,Pierce,11583,0,11570,6,7,0,0,0,0,POINT (-122.239474 47.210641)
13,14,2013,Manufacturing,Transportation Industry,Renton,King,19420,0,19400,9,11,0,0,0,0,POINT (-122.211346 47.498257)
14,15,2014,Pulp and Paper,Other Pulp and Paper,Spokane,Spokane,27842,17801,9793,39,209,0,0,0,0,POINT (-117.279323 47.688295)
15,16,2019,Minerals,Glass Production,Kalama,Cowlitz,22845,0,22828,8,9,0,0,0,0,POINT (-122.866241 46.031656)
16,17,2021,Food Production,Fruit Products,Selah,Yakima,15073,0,15058,7,8,0,0,0,0,POINT (-120.52755 46.64992)
17,18,2020,Food Production,Dairy Products,Sunnyside,Yakima,40732,0,40690,19,23,0,0,0,0,POINT (-120.015675 46.30058)
18,19,2021,Food Production,Other Food Products,Kent,King,12492,0,12479,6,7,0,0,0,0,POINT (-122.237648 47.436276)
19,20,2016,Manufacturing,Transportation Industry,Everett,Snohomish,76192,0,76112,36,44,0,0,0,0,POINT (-122.276987 47.918622)
20,21,2019,Metals,Other Metals,Moses Lake,Grant,16403,0,16386,8,9,0,0,0,0,POINT (-119.200383 47.138359)
21,22,2012,Power Plants,Electrical Transmission and Distribution,Bellevue,King,12271,0,0,0,0,0,0,12271,0,POINT (-122.19454 47.61345)
22,23,2014,Waste,Landfills,Graham,Pierce,57749,0,0,57749,0,0,0,0,0,POINT (-122.292799 46.972405)
23,24,2019,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,5463,0,0,0,0,0,0,5463,0,POINT (-117.388514 47.673486)
24,25,2016,Food Production,Fruit Products,Prosser,Benton,17640,0,17622,8,10,0,0,0,0,POINT (-119.73397 46.21842)
25,26,2014,Manufacturing,Building Products,Tacoma,Pierce,45664,0,45616,22,26,0,0,0,0,POINT (-122.394869 47.269558)
26,27,2013,Government,Education,Pullman,Whitman,60797,0,60732,29,36,0,0,0,0,POINT (-117.151481 46.728702)
27,28,2020,Power Plants,Natural Gas Turbine Plants,Mount Vernon,Skagit,152007,0,151848,72,87,0,0,0,0,POINT (-122.435 48.4553)
28,29,2012,Food Production,Dairy Products,Lynden,Whatcom,17342,0,17324,8,10,0,0,0,0,POINT (-122.451915 48.947567)
29,30,2017,Wood Products,Lumber Mills,Bingen,Klickitat,57787,56682,348,109,648,0,0,0,0,POINT (-121.468688 45.713913)
30,31,2020,Government,National Security,Silverdale,Kitsap,20092,0,20069,10,13,0,0,0,0,POINT (-122.696926 47.699284)
31,32,2016,Natural Gas Systems,Natural Gas Transmission/Compression,Goldendale,Klickitat,20352,0,17293,3049,10,0,0,0,0,POINT (-120.799267 45.771216)
32,33,2018,Waste,Landfills,Longview,Cowlitz,20542,0,0,20542,0,0,0,0,0,POINT (-122.905601 46.107229)
33,34,2013,Pulp and Paper,Other Pulp and Paper,Spokane,Spokane,28038,18131,9501,159,247,0,0,0,0,POINT (-117.279323 47.688295)
34,35,2016,Pulp and Paper,Kraft Mills,Wallula,Walla Walla,806311,645182,145497,13423,2209,0,0,0,0,POINT (-118.9184 46.10396)
35,36,2020,Power Plants,"Other Power, Heating, or Cooling Plants",Seattle,King,63602,0,63536,30,36,0,0,0,0,POINT (-122.340179 47.6068)
36,37,2017,Wood Products,Lumber Mills,Mount Vernon,Skagit,10531,7441,2987,16,87,0,0,0,0,POINT (-122.443028 48.451642)
37,38,2018,Livestock,Cattle Feedlots,Burbank,Walla Walla,29518,0,0,2166,27352,0,0,0,0,POINT (-118.90629 46.133131)
38,39,2015,Power Plants,Natural Gas Turbine Plants,Elma,Grays Harbor,1170620,0,1169432,542,646,0,0,0,0,POINT (-123.48 46.9688)
39,40,2018,Power Plants,Natural Gas Turbine Plants,Ferndale,Whatcom,302530,0,302223,140,167,0,0,0,0,POINT (-122.685533 48.828707)
40,41,2019,Natural Gas Systems,Natural Gas Transmission/Compression,Washougal,Clark,25817,0,21465,4340,12,0,0,0,0,POINT (-122.36516 45.63236)
41,42,2013,Pulp and Paper,Kraft Mills,Camas,Clark,675348,535823,129412,8093,2020,0,0,0,0,POINT (-122.40843 45.584271)
42,43,2015,Government,Education,Ellensburg,Kittitas,12838,0,12822,7,9,0,0,0,0,POINT (-120.544513 47.003202)
43,44,2018,Natural Gas Systems,Natural Gas Transmission/Compression,Sumas,Whatcom,90783,0,86855,3879,49,0,0,0,0,POINT (-122.2214 49.001)
44,45,2012,Chemicals,Fertilizer Production,Kennewick,Benton,146927,0,7759,1,139167,0,0,0,0,POINT (-119.017218 46.165957)
45,46,2018,Wood Products,Other Wood Products,Spanaway,Pierce,18812,16101,2493,32,186,0,0,0,0,POINT (-122.318981 47.062059)
46,47,2021,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1296106,0,1290703,2159,3244,0,0,0,0,POINT (-122.564845 48.493816)
47,48,2014,Wood Products,Lumber Mills,Darrington,Snohomish,93894,92656,0,178,1060,0,0,0,0,POINT (-121.597608 48.262797)
48,49,2015,Food Production,Potato Products,Othello,Adams,87687,0,45538,42123,26,0,0,0,0,POINT (-119.176389 46.837778)
49,50,2018,Wood Products,Lumber Mills,Centralia,Lewis,42447,41887,0,81,479,0,0,0,0,POINT (-122.995433 46.756413)
50,51,2016,Supplier,Natural Gas Supplier,Spokane,Spokane,997947,0,996917,470,560,0,0,0,0,POINT (-122.995433 46.756413)
51,52,2013,Food Production,Potato Products,Warden,Grant,31968,0,31935,15,18,0,0,0,0,POINT (-119.063631 46.970469)
52,53,2018,Food Production,Potato Products,Warden,Grant,29915,0,29884,14,17,0,0,0,0,POINT (-119.063631 46.970469)
53,54,2015,Power Plants,Natural Gas Turbine Plants,Goldendale,Klickitat,551706,0,551145,256,305,0,0,0,0,POINT (-120.833 45.8114)
54,55,2016,Manufacturing,Building Products,Tacoma,Pierce,48825,0,48775,23,27,0,0,0,0,POINT (-122.394869 47.269558)
55,56,2017,Food Production,Dairy Products,Lynden,Whatcom,17625,0,17606,9,10,0,0,0,0,POINT (-122.451915 48.947567)
56,57,2020,Petroleum Systems,Other Petroleum Systems,Hoquiam,Grays Harbor,18305,0,18286,9,10,0,0,0,0,POINT (-123.853622 46.968196)
57,58,2019,Chemicals,Other Chemicals,Kalama,Cowlitz,57004,0,56945,27,32,0,0,0,0,POINT (-122.85698 46.02191)
58,59,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Bickleton,Klickitat,16535,0,14323,2204,8,0,0,0,0,POINT (-120.08083 45.849504)
59,60,2018,Power Plants,Electrical Transmission and Distribution,Vancouver,Clark,19350,0,0,0,0,0,0,19350,0,POINT (-122.658608 45.661178)
60,61,2021,Power Plants,Natural Gas Turbine Plants,Vancouver,Clark,737163,0,736414,342,407,0,0,0,0,POINT (-122.724806 45.64958)
61,62,2020,Power Plants,Natural Gas Turbine Plants,Elma,Grays Harbor,980346,0,979351,454,541,0,0,0,0,POINT (-123.48 46.9688)
62,63,2013,Waste,Landfills,Richland,Benton,28387,0,0,28387,0,0,0,0,0,POINT (-119.348118 46.346663)
63,64,2019,Natural Gas Systems,Natural Gas Local Distribution Companies,Bellevue,King,61438,0,105,61333,0,0,0,0,0,POINT (-122.19454 47.61345)
64,65,2021,Wood Products,Lumber Mills,Randle,Lewis,66130,65259,0,125,746,0,0,0,0,POINT (-121.917906 46.533743)
65,66,2016,Waste,Landfills,Graham,Pierce,115122,0,0,115122,0,0,0,0,0,POINT (-122.292799 46.972405)
66,67,2012,Natural Gas Systems,Natural Gas Local Distribution Companies,Portland,Clark,6441,0,9,6432,0,0,0,0,0,POINT (-122.292799 46.972405)
67,68,2020,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1541833,1346047,189260,1280,5246,0,0,0,0,POINT (-122.92167 46.10361)
68,69,2018,Manufacturing,Transportation Industry,Puyallup,Pierce,19671,0,19651,9,11,0,0,0,0,POINT (-122.34862 47.088831)
69,70,2013,Food Production,Potato Products,Moses Lake,Grant,28312,0,28283,13,16,0,0,0,0,POINT (-119.220408 47.075183)
70,71,2018,Metals,Other Metals,Spokane Valley,Spokane,130647,0,130512,62,73,0,0,0,0,POINT (-117.212673 47.687074)
71,72,2014,Food Production,Potato Products,Quincy,Grant,38324,0,38285,18,21,0,0,0,0,POINT (-119.869914 47.234413)
72,73,2013,Wood Products,Lumber Mills,Centralia,Lewis,42412,41853,0,80,479,0,0,0,0,POINT (-122.995433 46.756413)
73,74,2018,Natural Gas Systems,Natural Gas Local Distribution Companies,Kennewick,Benton,23973,0,115,23858,0,0,0,0,0,POINT (-119.22987 46.21875)
74,75,2017,Waste,Landfills,Zillah,Yakima,37331,0,0,37331,0,0,0,0,0,POINT (-120.2688 46.4785)
75,76,2013,Power Plants,Natural Gas Turbine Plants,Bellingham,Whatcom,132779,0,132639,64,76,0,0,0,0,POINT (-122.486 48.746)
76,77,2016,Government,National Security,Joint Base Lewis-McChord,Pierce,75889,0,56118,19738,33,0,0,0,0,POINT (-122.5365 47.1142)
77,78,2015,Power Plants,Coal Plants,Centralia,Lewis,5665100,0,5619677,16615,28808,0,0,0,0,POINT (-122.8578 46.7559)
78,79,2018,Metals,Iron and Steel Production,Seattle,King,98866,0,98822,20,24,0,0,0,0,POINT (-122.367332 47.569331)
79,80,2013,Manufacturing,Transportation Industry,Puyallup,Pierce,21968,0,21946,10,12,0,0,0,0,POINT (-122.34862 47.088831)
80,81,2014,Manufacturing,Transportation Industry,Seattle,King,23053,0,23029,11,13,0,0,0,0,POINT (-122.311623 47.532524)
81,82,2013,Pulp and Paper,Sulfite Mills,Cosmopolis,Grays Harbor,512721,488239,17568,4969,1945,0,0,0,0,POINT (-123.76211 46.952907)
82,83,2013,Waste,Landfills,East Wenatchee,Douglas,31854,0,0,31854,0,0,0,0,0,POINT (-120.167444 47.405083)
83,84,2015,Food Production,Potato Products,Richland,Benton,36252,0,36215,17,20,0,0,0,0,POINT (-119.297267 46.309314)
84,85,2018,Power Plants,Natural Gas Turbine Plants,Bellingham,Whatcom,96453,0,96355,45,53,0,0,0,0,POINT (-122.486 48.746)
85,86,2018,Manufacturing,Electronics Industry,Camas,Clark,96814,0,13136,6,5719,10365,35116,10809,21663,POINT (-122.454955 45.619569)
86,87,2017,Chemicals,Fertilizer Production,Kennewick,Benton,144080,0,10992,1,133087,0,0,0,0,POINT (-119.017218 46.165957)
87,88,2017,Wood Products,Lumber Mills,Centralia,Lewis,10679,7117,3463,16,83,0,0,0,0,POINT (-122.991963 46.734454)
88,89,2015,Power Plants,Natural Gas Turbine Plants,Vancouver,Clark,708078,0,707359,328,391,0,0,0,0,POINT (-122.724806 45.64958)
89,90,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Rosalia,Spokane,100382,0,99736,590,56,0,0,0,0,POINT (-117.406737 47.277256)
90,91,2018,Food Production,Potato Products,Moses Lake,Grant,25458,0,25432,12,14,0,0,0,0,POINT (-119.220408 47.075183)
91,92,2018,Power Plants,"Other Power, Heating, or Cooling Plants",Seattle,King,81450,0,81363,39,48,0,0,0,0,POINT (-122.340179 47.6068)
92,93,2015,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1708009,1565128,135500,1427,5954,0,0,0,0,POINT (-122.92167 46.10361)
93,94,2013,Power Plants,Natural Gas Turbine Plants,Blaine,Whatcom,28669,0,28640,14,15,0,0,0,0,POINT (-122.724299 48.885475)
94,95,2018,Livestock,Cattle Feedlots,Eltopia,Franklin,15078,0,1349,1064,12665,0,0,0,0,POINT (-118.881203 46.50919)
95,96,2012,Wood Products,Lumber Mills,Aberdeen,Grays Harbor,241206,234002,2083,1997,3124,0,0,0,0,POINT (-123.775526 46.971875)
96,97,2012,Wood Products,Lumber Mills,Longview,Cowlitz,13572,7926,5467,70,109,0,0,0,0,POINT (-122.916806 46.114537)
97,98,2014,Food Production,Potato Products,Moses Lake,Grant,35924,3816,25490,6590,28,0,0,0,0,POINT (-119.18926 47.131732)
98,99,2016,Minerals,Lime Production,Tacoma,Pierce,42728,0,42658,26,44,0,0,0,0,POINT (-122.397262 47.271365)
99,100,2017,Wood Products,Lumber Mills,Colville,Stevens,49234,48585,0,93,556,0,0,0,0,POINT (-117.915469 48.548525)
100,101,2019,Livestock,Cattle Feedlots,Sunnyside,Yakima,11327,0,0,874,10453,0,0,0,0,POINT (-120.019668 46.284622)
101,102,2020,Power Plants,Natural Gas Turbine Plants,Chehalis,Lewis,973194,0,972206,451,537,0,0,0,0,POINT (-122.9145 46.6226)
102,103,2012,Metals,Other Metals,Spokane Valley,Spokane,108364,0,108252,51,61,0,0,0,0,POINT (-117.212673 47.687074)
103,104,2018,Wood Products,Lumber Mills,Shelton,Mason,74881,73894,0,142,845,0,0,0,0,POINT (-123.096517 47.213448)
104,105,2020,Minerals,Glass Production,Winlock,Lewis,103025,0,102955,32,38,0,0,0,0,POINT (-122.926313 46.544937)
105,106,2012,Waste,Landfills,Richland,Benton,20350,0,0,20350,0,0,0,0,0,POINT (-119.348118 46.346663)
106,107,2019,Manufacturing,Transportation Industry,Tukwila,King,13784,0,13769,7,8,0,0,0,0,POINT (-122.298613 47.516246)
107,108,2016,Petroleum Systems,Petroleum Refineries,Ferndale,Whatcom,767579,0,763957,1728,1894,0,0,0,0,POINT (-122.692114 48.830142)
108,109,2015,Pulp and Paper,Other Pulp and Paper,Longview,Cowlitz,36771,0,36733,17,21,0,0,0,0,POINT (-122.976788 46.125662)
109,110,2012,Wood Products,Other Wood Products,Spanaway,Pierce,16322,15151,838,130,203,0,0,0,0,POINT (-122.318981 47.062059)
110,111,2020,Food Production,Meat Products,Wallula,Walla Walla,129863,0,23527,106323,13,0,0,0,0,POINT (-118.913051 46.137521)
111,112,2021,Government,Other Government,Richland,Benton,33241,0,24375,8811,55,0,0,0,0,POINT (-119.489007 46.55069)
112,113,2012,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,63356,0,63356,0,0,0,0,0,0,POINT (-122.556032 48.465617)
113,114,2013,Power Plants,Natural Gas Turbine Plants,Ferndale,Whatcom,395314,0,394913,183,218,0,0,0,0,POINT (-122.685533 48.828707)
114,115,2018,Manufacturing,Transportation Industry,Seattle,King,22703,0,22679,11,13,0,0,0,0,POINT (-122.311623 47.532524)
115,116,2014,Livestock,Cattle Feedlots,Moses Lake,Grant,22875,0,0,1770,21105,0,0,0,0,POINT (-119.093815 47.052176)
116,117,2013,Livestock,Cattle Feedlots,Moses Lake,Grant,21558,0,0,1670,19888,0,0,0,0,POINT (-119.093815 47.052176)
117,118,2021,Manufacturing,Electronics Industry,Camas,Clark,15168,0,1960,1,1480,2373,5524,3641,189,POINT (-122.45232 45.598844)
118,119,2018,Power Plants,Natural Gas Turbine Plants,Sumas,Whatcom,131166,0,131033,61,72,0,0,0,0,POINT (-122.2733 48.9905)
119,120,2013,Livestock,Cattle Feedlots,Burbank,Walla Walla,26027,0,0,1874,24153,0,0,0,0,POINT (-118.90629 46.133131)
120,121,2020,Food Production,Other Food Products,Vancouver,Clark,15319,0,15303,7,9,0,0,0,0,POINT (-122.690043 45.631069)
121,122,2019,Power Plants,"Other Power, Heating, or Cooling Plants",Roosevelt,Klickitat,1209,0,1207,1,1,0,0,0,0,POINT (-120.166354 45.807765)
122,123,2020,Manufacturing,Transportation Industry,Everett,Snohomish,67553,0,67483,32,38,0,0,0,0,POINT (-122.276987 47.918622)
123,124,2015,Waste,Landfills,Ephrata,Grant,40606,0,0,40606,0,0,0,0,0,POINT (-119.573764 47.270759)
124,125,2018,Supplier,Natural Gas Supplier,Bellevue,King,5445900,0,5440282,2563,3055,0,0,0,0,POINT (-122.19454 47.61345)
125,126,2021,Food Production,Potato Products,Othello,Adams,67901,192,38807,28880,22,0,0,0,0,POINT (-119.172705 46.840102)
126,127,2019,Food Production,Potato Products,Connell,Franklin,36114,0,36077,17,20,0,0,0,0,POINT (-118.871944 46.651389)
127,128,2018,Wood Products,Lumber Mills,Aberdeen,Grays Harbor,247115,243145,721,467,2782,0,0,0,0,POINT (-123.775526 46.971875)
128,129,2016,Pulp and Paper,Kraft Mills,Tacoma,Pierce,1134873,1011165,117370,1133,5205,0,0,0,0,POINT (-122.421765 47.260953)
129,130,2013,Wood Products,Lumber Mills,Bingen,Klickitat,106615,105116,95,202,1202,0,0,0,0,POINT (-121.468688 45.713913)
130,131,2018,Pulp and Paper,Other Pulp and Paper,Yakima,Yakima,10989,0,10978,5,6,0,0,0,0,POINT (-120.513015 46.604058)
131,132,2020,Chemicals,Other Chemicals,Longview,Cowlitz,41272,0,41272,0,0,0,0,0,0,POINT (-122.982847 46.137218)
132,133,2020,Manufacturing,Electronics Industry,Vancouver,Clark,10896,0,10885,5,6,0,0,0,0,POINT (-122.553612 45.649912)
133,134,2012,Waste,Landfills,Maple Valley,King,99258,0,206,99051,1,0,0,0,0,POINT (-122.046025 47.462625)
134,135,2015,Minerals,Glass Production,Woodinville,King,10750,0,10740,5,5,0,0,0,0,POINT (-122.148978 47.777004)
135,136,2021,Food Production,Potato Products,Richland,Benton,84268,10027,60803,13368,70,0,0,0,0,POINT (-119.297267 46.309314)
136,137,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Goldendale,Klickitat,27717,0,24740,2963,14,0,0,0,0,POINT (-120.799267 45.771216)
137,138,2012,Natural Gas Systems,Natural Gas Transmission/Compression,Sumner,Pierce,18199,0,17236,953,10,0,0,0,0,POINT (-122.209551 47.228986)
138,139,2018,Pulp and Paper,Kraft Mills,Port Townsend,Jefferson,590917,522862,63089,2489,2477,0,0,0,0,POINT (-122.796806 48.093793)
139,140,2015,Food Production,Dairy Products,Chehalis,Lewis,14733,0,14718,7,8,0,0,0,0,POINT (-122.970162 46.659952)
140,141,2017,Wood Products,Lumber Mills,Clarkston,Whitman,20024,19760,0,38,226,0,0,0,0,POINT (-117.086487 46.423108)
141,142,2021,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane,Spokane,242788,141607,95840,2083,3258,0,0,0,0,POINT (-117.504278 47.626529)
142,143,2021,Wood Products,Lumber Mills,Kettle Falls,Stevens,52380,51690,0,99,591,0,0,0,0,POINT (-118.067441 48.609799)
143,144,2021,Petroleum Systems,Petroleum Refineries,Tacoma,Pierce,134326,0,132979,897,450,0,0,0,0,POINT (-122.394952 47.256813)
144,145,2012,Waste,Landfills,Roosevelt,Klickitat,270943,0,304,270638,1,0,0,0,0,POINT (-120.179785 45.807146)
145,146,2017,Natural Gas Systems,Natural Gas Transmission/Compression,Snohomish,Snohomish,51798,0,51068,701,29,0,0,0,0,POINT (-122.05859 47.78825)
146,147,2020,Food Production,Fruit Products,Prosser,Benton,17983,0,17964,9,10,0,0,0,0,POINT (-119.73397 46.21842)
147,148,2019,Food Production,Potato Products,Othello,Adams,92473,0,49806,42639,28,0,0,0,0,POINT (-119.176389 46.837778)
148,149,2013,Government,National Security,Bremerton,Kitsap,46551,0,46501,23,27,0,0,0,0,POINT (-122.645933 47.557047)
149,150,2012,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane Valley,Spokane,2699,0,2697,1,1,0,0,0,0,POINT (-117.147223 47.696999)
150,151,2020,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,24854,0,24828,12,14,0,0,0,0,POINT (-122.364711 47.079716)
151,152,2015,Chemicals,Other Chemicals,Kalama,Cowlitz,66818,0,66748,32,38,0,0,0,0,POINT (-122.85698 46.02191)
152,153,2016,Petroleum Systems,Other Petroleum Systems,Hoquiam,Grays Harbor,18051,0,18032,9,10,0,0,0,0,POINT (-123.853622 46.968196)
153,154,2015,Natural Gas Systems,Natural Gas Transmission/Compression,Chehalis,Lewis,29670,0,28001,1653,16,0,0,0,0,POINT (-122.87373 46.533325)
154,155,2013,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,2206321,0,2191288,10126,4907,0,0,0,0,POINT (-122.7353 48.8864)
155,156,2018,Supplier,Natural Gas Supplier,Portland,Clark,444313,0,443855,209,249,0,0,0,0,POINT (-122.7353 48.8864)
156,157,2013,Government,Other Government,Seattle,King,16309,0,16291,8,10,0,0,0,0,POINT (-122.302452 47.443643)
157,158,2018,Power Plants,Natural Gas Turbine Plants,Longview,Cowlitz,547916,0,547359,254,303,0,0,0,0,POINT (-122.985138 46.140095)
158,159,2017,Petroleum Systems,Other Petroleum Systems,Seattle,King,14819,0,14782,29,8,0,0,0,0,POINT (-122.395299 47.781642)
159,160,2013,Manufacturing,Transportation Industry,Auburn,King,38558,0,38518,18,22,0,0,0,0,POINT (-122.242298 47.285551)
160,161,2020,Waste,Landfills,East Wenatchee,Douglas,55421,0,0,55421,0,0,0,0,0,POINT (-120.167444 47.405083)
161,162,2016,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,55071,0,55071,0,0,0,0,0,0,POINT (-122.554343 48.467646)
162,163,2013,Power Plants,Coal Plants,Centralia,Lewis,7547845,0,7488677,21643,37525,0,0,0,0,POINT (-122.8578 46.7559)
163,164,2013,Food Production,Potato Products,Connell,Franklin,39841,0,39800,19,22,0,0,0,0,POINT (-118.871944 46.651389)
164,165,2015,Government,National Security,Silverdale,Kitsap,20165,0,20142,10,13,0,0,0,0,POINT (-122.696926 47.699284)
165,166,2018,Government,National Security,Fairchild AFB,Spokane,11934,0,11921,6,7,0,0,0,0,POINT (-117.644832 47.641332)
166,167,2016,Metals,Aluminum Production,Ferndale,Whatcom,1261365,0,376843,10069,33,0,874420,0,0,POINT (-122.7055 48.8455)
167,168,2017,Natural Gas Systems,Natural Gas Transmission/Compression,Bickleton,Klickitat,12488,0,8335,4148,5,0,0,0,0,POINT (-120.08083 45.849504)
168,169,2019,Wood Products,Lumber Mills,Longview,Cowlitz,13054,8483,4453,18,100,0,0,0,0,POINT (-122.916806 46.114537)
169,170,2021,Petroleum Systems,Petroleum Refineries,Ferndale,Whatcom,832110,0,828051,1983,2076,0,0,0,0,POINT (-122.692114 48.830142)
170,171,2015,Supplier,Natural Gas Supplier,Enumclaw,Pierce,20444,0,20423,10,11,0,0,0,0,POINT (-122.692114 48.830142)
171,172,2016,Metals,Other Metals,Tukwila,King,6820,0,6813,3,4,0,0,0,0,POINT (-122.303906 47.526872)
172,173,2015,Wood Products,Lumber Mills,Raymond,Pacific,45228,44632,0,86,510,0,0,0,0,POINT (-123.737495 46.688088)
173,174,2018,Waste,Landfills,Yakima,Yakima,117392,0,16,117376,0,0,0,0,0,POINT (-120.39408 46.610031)
174,175,2016,Waste,Landfills,Tacoma,Pierce,14513,0,0,14513,0,0,0,0,0,POINT (-122.499775 47.223413)
175,176,2019,Food Production,Fruit Products,Wenatchee,Chelan,10136,0,10125,5,6,0,0,0,0,POINT (-120.31426 47.48938)
176,177,2015,Waste,Landfills,Castle Rock,Cowlitz,190202,2097,0,188098,7,0,0,0,0,POINT (-122.772284 46.246902)
177,178,2014,Wood Products,Lumber Mills,Morton,Lewis,28827,28447,0,55,325,0,0,0,0,POINT (-122.269573 46.565997)
178,179,2018,Food Production,Other Food Products,Kent,King,12709,0,12696,6,7,0,0,0,0,POINT (-122.237648 47.436276)
179,180,2013,Wood Products,Lumber Mills,Colville,Stevens,47080,46460,0,89,531,0,0,0,0,POINT (-117.915469 48.548525)
180,181,2017,Food Production,Other Food Products,Vancouver,Clark,17207,0,17189,8,10,0,0,0,0,POINT (-122.692 45.657037)
181,182,2012,Petroleum Systems,Other Petroleum Systems,Seattle,King,15138,0,15111,18,9,0,0,0,0,POINT (-122.395299 47.781642)
182,183,2012,Government,National Security,Joint Base Lewis-McChord,Pierce,86478,0,62395,24037,46,0,0,0,0,POINT (-122.5365 47.1142)
183,184,2018,Manufacturing,Transportation Industry,Moses Lake,Grant,9549,0,9539,5,5,0,0,0,0,POINT (-119.285437 47.208993)
184,185,2018,Waste,Landfills,Roosevelt,Klickitat,247525,0,214,247310,1,0,0,0,0,POINT (-120.179785 45.807146)
185,186,2016,Food Production,Meat Products,Wallula,Walla Walla,88888,0,21901,66975,12,0,0,0,0,POINT (-118.913051 46.137521)
186,187,2017,Metals,Aluminum Production,Ferndale,Whatcom,1092945,0,354712,9675,32,0,728526,0,0,POINT (-122.7055 48.8455)
187,188,2014,Manufacturing,Electronics Industry,Vancouver,Clark,10788,0,10777,5,6,0,0,0,0,POINT (-122.553612 45.649912)
188,189,2013,Wood Products,Lumber Mills,Tacoma,Pierce,13394,0,13381,6,7,0,0,0,0,POINT (-122.426476 47.260211)
189,190,2018,Manufacturing,Building Products,Seattle,King,51104,0,51051,24,29,0,0,0,0,POINT (-122.336944 47.548056)
190,191,2018,Livestock,Cattle Feedlots,Moses Lake,Grant,26710,0,0,2068,24642,0,0,0,0,POINT (-119.093815 47.052176)
191,192,2017,Manufacturing,Electronics Industry,Camas,Clark,22526,0,2012,1,1417,1803,14428,2729,136,POINT (-122.45232 45.598844)
192,193,2020,Pulp and Paper,Other Pulp and Paper,Usk,Pend Oreille,27486,24043,3109,50,284,0,0,0,0,POINT (-117.271359 48.289771)
193,194,2021,Manufacturing,Transportation Industry,Puyallup,Pierce,13150,0,13137,6,7,0,0,0,0,POINT (-122.34862 47.088831)
194,195,2018,Food Production,Potato Products,Pasco,Franklin,43648,0,43603,21,24,0,0,0,0,POINT (-119.115336 46.288137)
195,196,2020,Wood Products,Lumber Mills,Mount Vernon,Skagit,218425,202899,12803,395,2328,0,0,0,0,POINT (-122.434613 48.448553)
196,197,2016,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,60218,0,60218,0,0,0,0,0,0,POINT (-122.556032 48.465617)
197,198,2019,Wood Products,Lumber Mills,Morton,Lewis,37808,37308,1,72,427,0,0,0,0,POINT (-122.269573 46.565997)
198,199,2012,Manufacturing,Transportation Industry,Tukwila,King,15767,0,15750,8,9,0,0,0,0,POINT (-122.298613 47.516246)
